Name,Program Identifier,Inspection Date,Description,Address,City,Zip Code,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Location
GAUDI BRASERIA,GAUDI BRASERIA,4/10/08,Seating 13-50 - Risk Category III,3410 NE 55TH ST,Seattle,98105,,-122.2909801,47.66864241,GAUDI BRASERIA,Routine Inspection/Field Review,8,Satisfactory,FALSE,blue,"Food-contact surfaces maintained, clean, sanitized",5,PR0008221,DA1828874,IV0620463,
GAUDI BRASERIA,GAUDI BRASERIA,4/10/08,Seating 13-50 - Risk Category III,3410 NE 55TH ST,Seattle,98105,,-122.2909801,47.66864241,GAUDI BRASERIA,Routine Inspection/Field Review,8,Satisfactory,FALSE,blue,Proper thawing methods used,3,PR0008221,DA1828874,IV0620462,
GAUDI BRASERIA,GAUDI BRASERIA,9/29/07,Seating 13-50 - Risk Category III,3410 NE 55TH ST,Seattle,98105,,-122.2909801,47.66864241,GAUDI BRASERIA,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0008221,DA1748424,,
GAUDI BRASERIA,GAUDI BRASERIA,6/27/07,Seating 13-50 - Risk Category III,3410 NE 55TH ST,Seattle,98105,,-122.2909801,47.66864241,GAUDI BRASERIA,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0008221,DA1705453,,
GREEN HOUSE,GREEN HOUSE,1/22/16,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0032790,DAYYBZYIP,,
GREEN HOUSE,GREEN HOUSE,8/13/15,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Return Inspection,0,Satisfactory,FALSE,,,0,PR0032790,DA1RBY19Q,,
GREEN HOUSE,GREEN HOUSE,8/3/15,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Return Inspection,10,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0032790,DAZOW0GXA,IV9D0ZE0M,
GREEN HOUSE,GREEN HOUSE,7/27/15,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,red,2200 - Accurate thermometer provided and used ...,5,PR0032790,DA8D6Y1AS,IV5AMWA7Z,
GREEN HOUSE,GREEN HOUSE,7/27/15,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,red,1600 - Proper cooling procedure,25,PR0032790,DA8D6Y1AS,IVD8DZ0F3,
GREEN HOUSE,GREEN HOUSE,7/27/15,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0032790,DA8D6Y1AS,IVS0OVLTX,
GREEN HOUSE,GREEN HOUSE,2/18/15,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0032790,DAYJIY7UQ,,
GREEN HOUSE,GREEN HOUSE,12/11/14,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,red,1600 - Proper cooling procedure,25,PR0032790,DADQDXOTS,IV56LMJFK,
GREEN HOUSE,GREEN HOUSE,8/20/14,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0032790,DAHBSE0PM,,
GREEN HOUSE,GREEN HOUSE,4/7/14,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0032790,DA2560840,,
GREEN HOUSE,GREEN HOUSE,9/5/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0032790,DA2482232,,
GREEN HOUSE,GREEN HOUSE,5/1/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,red,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0032790,DAXDCWDGM,IV2NASX1X,
GREEN HOUSE,GREEN HOUSE,5/1/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,blue,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0032790,DAXDCWDGM,IVOUIW2UB,
GREEN HOUSE,GREEN HOUSE,5/1/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,blue,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0032790,DAXDCWDGM,IVNNNWI4Z,
GREEN HOUSE,GREEN HOUSE,5/1/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,red,1600 - Proper cooling procedure,25,PR0032790,DAXDCWDGM,IVZELDEVC,
GREEN HOUSE,GREEN HOUSE,1/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,13,Unsatisfactory,FALSE,blue,3300 - Potential food contamination prevented during ...,5,PR0032790,DA2402472,IV6349560,
GREEN HOUSE,GREEN HOUSE,1/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,13,Unsatisfactory,FALSE,blue,3700 - In-use utensils properly stored,3,PR0032790,DA2402472,IV6349531,
GREEN HOUSE,GREEN HOUSE,1/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,13,Unsatisfactory,FALSE,red,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0032790,DA2402472,IV6349580,
GREEN HOUSE,GREEN HOUSE,8/27/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0032790,DA2365082,,
GREEN HOUSE,GREEN HOUSE,5/21/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Return Inspection,0,Complete,FALSE,,,0,PR0032790,DA2335781,,
GREEN HOUSE,GREEN HOUSE,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,63,Unsatisfactory,FALSE,red,1900 - No room temperature storage; proper use of time...,25,PR0032790,DA2332825,IV5327052,
GREEN HOUSE,GREEN HOUSE,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,63,Unsatisfactory,FALSE,blue,3700 - In-use utensils properly stored,3,PR0032790,DA2332825,IV5327062,
GREEN HOUSE,GREEN HOUSE,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,63,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored",5,PR0032790,DA2332825,IV5327081,
GREEN HOUSE,GREEN HOUSE,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE #101 A,Seattle,98105,(206) 632-2600,-122.3140434,47.65714553,GREEN HOUSE,Routine Inspection/Field Review,63,Unsatisfactory,FALSE,red,1600 - Proper cooling procedure,30,PR0032790,DA2332825,IV5327056,
GRETCHEN'S PLACE,GRECHEN'S PLACE,8/11/15,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0055663,DAJW1IDHE,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,3/23/15,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0055663,DA2KZYB4H,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,8/25/14,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0055663,DASADKZ01,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,2/19/14,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,0,Complete,FALSE,,,0,PR0055663,DAN5QLVCN,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,9/11/13,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0055663,DA0QWLPEV,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,5/10/13,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0055663,DA54PVAUH,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,1/4/13,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,blue,2900 - Adequate equipment for temperature control,5,PR0055663,DA2403355,IV6365158,
GRETCHEN'S PLACE,GRECHEN'S PLACE,1/4/13,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored",5,PR0055663,DA2403355,IV6365141,
GRETCHEN'S PLACE,GRECHEN'S PLACE,1/4/13,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0055663,DA2403355,IV6365119,
GRETCHEN'S PLACE,GRECHEN'S PLACE,9/14/12,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0055663,DA2370881,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,5/23/12,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0055663,DA2336671,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,1/23/12,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0055663,DA2298769,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,10/3/11,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0055663,DA2267841,,
GRETCHEN'S PLACE,GRECHEN'S PLACE,6/23/11,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,10,Unsatisfactory,FALSE,red,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0055663,DA2233668,IV3668213,
GRETCHEN'S PLACE,GRECHEN'S PLACE,6/23/11,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,10,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored",5,PR0055663,DA2233668,IV3668227,
GRETCHEN'S PLACE,GRECHEN'S PLACE,1/21/11,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 310-6566,-122.2760639,47.66847836,GRETCHEN'S PLACE,Routine Inspection/Field Review,5,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food...,5,PR0055663,DA2187194,IV2925422,
GUANACO'S TACOS,GUANACO'S TACOS,8/10/15,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0040483,DABXRZXRM,,
GUANACO'S TACOS,GUANACO'S TACOS,2/18/15,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0040483,DAIKXYHFU,,
GUANACO'S TACOS,GUANACO'S TACOS,12/11/14,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0040483,DAE7GW5DO,,
GUANACO'S TACOS,GUANACO'S TACOS,8/20/14,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0040483,DAMS0TGOU,,
GUANACO'S TACOS,GUANACO'S TACOS,3/19/14,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0040483,DA70ASXC4,,
GUANACO'S TACOS,GUANACO'S TACOS,9/6/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0040483,DA2460987,,
GUANACO'S TACOS,GUANACO'S TACOS,5/22/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Return Inspection,0,Complete,FALSE,,,0,PR0040483,DABI8KVNZ,,
GUANACO'S TACOS,GUANACO'S TACOS,5/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,53,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0040483,DAHQMYQMI,IVGBSD0PJ,
GUANACO'S TACOS,GUANACO'S TACOS,5/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,53,Unsatisfactory,FALSE,blue,3000 - Proper thawing methods used,3,PR0040483,DAHQMYQMI,IVWON7D00,
GUANACO'S TACOS,GUANACO'S TACOS,5/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,53,Unsatisfactory,FALSE,blue,"4100 - Warewashing facilities properly installed,...",5,PR0040483,DAHQMYQMI,IVC2GLENA,
GUANACO'S TACOS,GUANACO'S TACOS,5/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,53,Unsatisfactory,FALSE,red,1600 - Proper cooling procedure,25,PR0040483,DAHQMYQMI,IVV0PZ3IW,
GUANACO'S TACOS,GUANACO'S TACOS,5/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,53,Unsatisfactory,FALSE,red,0600 - Adequate handwashing facilities,10,PR0040483,DAHQMYQMI,IV30MVBQT,
GUANACO'S TACOS,GUANACO'S TACOS,5/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,53,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0040483,DAHQMYQMI,IVGM1VNF6,
GUANACO'S TACOS,GUANACO'S TACOS,1/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,18,Unsatisfactory,FALSE,blue,3700 - In-use utensils properly stored,3,PR0040483,DA2402471,IV6349490,
GUANACO'S TACOS,GUANACO'S TACOS,1/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,18,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food...,5,PR0040483,DA2402471,IV6349499,
GUANACO'S TACOS,GUANACO'S TACOS,1/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,18,Unsatisfactory,FALSE,blue,4300 - Non-food contact surfaces maintained and clean,3,PR0040483,DA2402471,IV6349474,
GUANACO'S TACOS,GUANACO'S TACOS,1/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,18,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored",5,PR0040483,DA2402471,IV6349455,
GUANACO'S TACOS,GUANACO'S TACOS,1/2/13,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,18,Unsatisfactory,FALSE,blue,4900 - Adequate ventilation; lighting; designated area...,2,PR0040483,DA2402471,IV6349464,
GUANACO'S TACOS,GUANACO'S TACOS,8/27/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0040483,DA2365081,,
GUANACO'S TACOS,GUANACO'S TACOS,6/4/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Return Inspection,0,Complete,FALSE,,,0,PR0040483,DA2339520,,
GUANACO'S TACOS,GUANACO'S TACOS,5/21/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Return Inspection,30,Unsatisfactory,FALSE,red,1600 - Proper cooling procedure,30,PR0040483,DA2335782,IV5359445,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored",5,PR0040483,DA2332824,IV5327009,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,red,0400 - Hands washed as required,15,PR0040483,DA2332824,IV5326967,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,red,1600 - Proper cooling procedure,30,PR0040483,DA2332824,IV5326984,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,red,2200 - Accurate thermometer provided and used ...,5,PR0040483,DA2332824,IV5326989,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,red,0600 - Adequate handwashing facilities,10,PR0040483,DA2332824,IV5326977,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,red,"1000 - Food in good condition, safe and unadulterat...",10,PR0040483,DA2332824,IV5327016,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,blue,2900 - Adequate equipment for temperature control,5,PR0040483,DA2332824,IV5327015,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,blue,"4100 - Warewashing facilities properly installed,...",5,PR0040483,DA2332824,IV5326995,
GUANACO'S TACOS,GUANACO'S TACOS,5/10/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,90,Unsatisfactory,FALSE,blue,3300 - Potential food contamination prevented during ...,5,PR0040483,DA2332824,IV5326996,
GUANACO'S TACOS,GUANACO'S TACOS,1/3/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,22,Unsatisfactory,FALSE,blue,2900 - Adequate equipment for temperature control,5,PR0040483,DA2294052,IV4539215,
GUANACO'S TACOS,GUANACO'S TACOS,1/3/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,22,Unsatisfactory,FALSE,blue,"4100 - Warewashing facilities properly installed,...",5,PR0040483,DA2294052,IV4539275,
GUANACO'S TACOS,GUANACO'S TACOS,1/3/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,22,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored",5,PR0040483,DA2294052,IV4539272,
GUANACO'S TACOS,GUANACO'S TACOS,1/3/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,22,Unsatisfactory,FALSE,blue,"4800 - Physical facilities properly installed,...",2,PR0040483,DA2294052,IV4539214,
GUANACO'S TACOS,GUANACO'S TACOS,1/3/12,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,22,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food...,5,PR0040483,DA2294052,IV4539217,
GUANACO'S TACOS,GUANACO'S TACOS,9/21/11,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0040483,DA2263608,,
GUANACO'S TACOS,GUANACO'S TACOS,7/1/11,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Return Inspection,0,Complete,FALSE,,,0,PR0040483,DA2236549,,
GUANACO'S TACOS,GUANACO'S TACOS,6/21/11,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,red,1600 - Proper cooling procedure,30,PR0040483,DA2232510,IV3652278,
GUANACO'S TACOS,GUANACO'S TACOS,6/21/11,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,40,Unsatisfactory,FALSE,red,0600 - Adequate handwashing facilities,10,PR0040483,DA2232510,IV3652289,
GUANACO'S TACOS,GUANACO'S TACOS,3/14/11,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,32,Unsatisfactory,FALSE,red,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0040483,DA2202987,IV3239455,
GUANACO'S TACOS,GUANACO'S TACOS,3/14/11,Seating 13-50 - Risk Category III,4106 BROOKLYN AVE NE ,Seattle,98105,,-122.3140434,47.65714553,GUANACO'S TACOS,Routine Inspection/Field Review,32,Unsatisfactory,FALSE,red,1900 - No room temperature storage; proper use of time...,25,PR0040483,DA2202987,IV3239448,
